,ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
26688,2797171-20231216,2937896,476412,1,BURP INC,BURP,154 W 95TH ST 1,CHICAGO,IL,60628,9.0,,9-,,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2797171,RENEW,,10/15/2023,01/08/2024,N,12/16/2023,12/15/2025,01/08/2024,01/09/2024,AAI,,,41.721771346,-87.628436562,"(41.72177134639195, -87.62843656216967)"
26694,2948364-20240109,2948364,503820,1,EAST COST FUELS LLC,SHELL,2632 W 111TH ST,CHICAGO,IL,60655,19.0,,19-,,1275,Filling Station,666 | 767,Operation of a Fuel Filling Station | Retail Sales of General Merchandise and Non-Perishable Food,2948364,ISSUE,12/28/2023,12/28/2023,12/28/2023,N,01/09/2024,01/15/2026,01/08/2024,01/09/2024,AAI,,,41.691836286,-87.687364482,"(41.69183628557645, -87.68736448197355)"
26699,2684040-20240116,2942078,367395,44,LUXOTTICA OF AMERICA INC.,SUNGLASS HUT,900 N MICHIGAN AVE  L2-8,CHICAGO,IL,60611,42.0,,42-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2684040,RENEW,,11/15/2023,01/08/2024,N,01/16/2024,01/15/2026,01/08/2024,01/09/2024,AAI,,,41.899248597,-87.624274978,"(41.89924859703626, -87.62427497820545)"
26700,2827419-20240216,2947674,482196,1,"SUPERMERCADO SALAS, INC.",SUPERMERCADO SALAS,2158 W 21ST PL,CHICAGO,IL,60608,25.0,,25-,,1006,Retail Food Establishment,640 | 766 | 767 | 775 | 904 | 931,"Operation of a Deli, Butcher or Bakery | Retail Sales of Fresh Fruits and Vegetables (Leafy and Non Leafy Vegetables) | Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods | Retail Sales of General Merchandise | Retail Sales and Wholesale of Perishable Foods",2827419,RENEW,,12/15/2023,01/08/2024,N,02/16/2024,02/15/2026,01/08/2024,01/09/2024,AAI,,,41.853130781,-87.680649782,"(41.85313078075328, -87.6806497818038)"
26745,2901094-20230331,2901094,414167,2,MARICELLA BARRERA,MARICELLA BARRERA,4940 S WINCHESTER AVE 1 1,CHICAGO,IL,60609,15.0,15.0,15-15,9.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2901094,C_LOC,03/31/2023,03/31/2023,03/31/2023,N,03/31/2023,03/15/2025,,03/31/2023,AAI,,,41.803645705,-87.673501197,"(41.803645705086815, -87.67350119705672)"
26746,2368141-20230401,2889338,394813,4,"LYFT, INC.","LYFT, INC.",2059 W HASTINGS ST  D,CHICAGO,IL,60608,28.0,,28-,,7003,Transportation Network Provider,940,Transportation Network Provider,2368141,RENEW,,01/15/2023,03/09/2023,N,04/01/2023,03/31/2024,03/31/2023,03/31/2023,AAI,,,41.863891816,-87.678420264,"(41.8638918160862, -87.67842026354542)"
26760,2934115-20240116,2940903,45046,7,"NORTHAMERICAN CONCESSIONS, INC",GARRETT POPCORN SHOP MDW-B,5700 S CICERO AVE  17-226,CHICAGO,IL,60638,13.0,,13-,,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2934115,RENEW,,11/15/2023,01/10/2024,N,01/16/2024,01/15/2026,01/10/2024,01/10/2024,AAI,,,41.789329323,-87.741645644,"(41.789329323265385, -87.74164564419637)"
26761,2944228-20240110,2944228,503512,1,TAUFE-HUE PRIVATE CAPITAL LLC,TAUFE-HUE PRIVATE CAPITAL LLC,122 S MICHIGAN AVE  1390,CHICAGO,IL,60603,34.0,,34-,,4404,Regulated Business License,601 | 754 | 1078,Acquisition and Improvement of Land/Residential Buildings (Residential Real Estate Developer) | Residential Construction / Minor Home Repair Services | Property Management / Real Estate Management,2944228,ISSUE,12/13/2023,12/13/2023,12/14/2023,N,01/10/2024,01/15/2026,01/09/2024,01/10/2024,AAI,,,41.880263372,-87.62450498,"(41.88026337218459, -87.62450498038699)"
26771,2924798-20240110,2924798,481098,1,"INSIGHT CHICAGO, INC.",INSIGHT HOSPITAL & MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,4.0,,4-,,1006,Retail Food Establishment,775 | 781,Retail Sales of Perishable Foods | Sale of Food Prepared Onsite With Dining Area,2924798,ISSUE,08/11/2023,10/31/2023,10/31/2023,N,01/10/2024,03/15/2025,11/16/2023,01/10/2024,AAI,,,41.846716957,-87.623369728,"(41.84671695664648, -87.62336972761213)"
26774,2797044-20240116,2942907,476348,1,"PG BUCKTOWN, INC.",PURE GREEN,1533 N MILWAUKEE AVE,CHICAGO,IL,60622,1.0,,1-,,1006,Retail Food Establishment,767 | 781 | 1050,Retail Sales of General Merchandise and Non-Perishable Food | Sale of Food Prepared Onsite With Dining Area | Preparation and Sale of Coffee and/or Drinks,2797044,RENEW,,11/15/2023,01/09/2024,N,01/16/2024,01/15/2026,01/09/2024,01/10/2024,AAI,,33.0,41.909453902,-87.675796217,"(41.9094539015706, -87.6757962173346)"
26785,2753394-20221016,2866948,470172,1,PARDNER SPORTS PERFORMANCE LIMITED LIABILITY COMPANY,PARDNER SPORTS PERFORMANCE,2115 N WESTERN AVE,CHICAGO,IL,60647,32.0,,32-,,4404,Regulated Business License,661 | 904 | 926,Fitness Training On and Off Premise | Retail Sales of General Merchandise | Fitness Classes,2753394,RENEW,,08/15/2022,08/15/2022,N,10/16/2022,10/15/2024,08/15/2022,01/10/2024,AAI,,33.0,41.920329012,-87.68735134,"(41.92032901195336, -87.6873513399263)"
26787,2930229-20240110,2930229,501142,1,DIVA 2023 INC.,ROGERS MARKET,1409-1411 W LUNT AVE 1ST,CHICAGO,IL,60626,49.0,,49-,,1474,Package Goods,774,Retail Sales of Packaged Liquor,2930229,ISSUE,09/13/2023,09/13/2023,09/13/2023,N,01/10/2024,01/15/2026,01/10/2024,01/10/2024,AAI,,24.0,42.00900823,-87.666299185,"(42.009008230155224, -87.66629918535834)"
26791,2758209-20221216,2876240,471608,1,B B Q KING 88 INC.,B B Q KING 88 INC.,2148 S ARCHER AVE,CHICAGO,IL,60616,11.0,14.0,11-14,9.0,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2758209,RENEW,,10/15/2022,01/10/2024,N,12/16/2022,12/15/2024,,01/10/2024,AAI,,,41.85351003,-87.633750469,"(41.853510030263166, -87.6337504691269)"
26795,2891204-20240110,2891204,493937,1,PUSHPA LIQUOR INC,STONY BEVERAGE DEPOT,8810 S STONY ISLAND AVE,CHICAGO,IL,60617,8.0,,8-,,1474,Package Goods,767 | 774,Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Packaged Liquor,2891204,ISSUE,02/03/2023,02/06/2023,02/03/2023,Y,01/10/2024,01/15/2026,01/10/2024,01/10/2024,AAI,,50.0,41.734719493,-87.585745035,"(41.73471949269338, -87.58574503461055)"
26797,2813488-20231116,2931680,311608,3,BLUE MARLIN SEAFOOD COMPANY,BLUE MARLIN SEAFOOD COMPANY,4407-4411 W DIVISION ST 1,CHICAGO,IL,60651,37.0,,37-,,1007,Wholesale Food Establishment,642 | 864,Direct Food Sales to Businesses | Wholesale Food Sales,2813488,RENEW,,09/15/2023,01/09/2024,N,11/16/2023,11/15/2025,01/09/2024,01/10/2024,AAI,,,41.902395227,-87.736486125,"(41.90239522688615, -87.73648612484922)"
26808,2929600-20240109,2929600,500741,1,NALA'S FAMILY KITCHEN LLC,NALA'S FAMILY KITCHEN,1403 S EMERALD AVE,CHICAGO,IL,60607,25.0,7.0,25-7,12.0,8345,Shared Kitchen User (Short Term),805,Shared Kitchen User - Short Term (90 Days or Less - Not Renewable),2929600,ISSUE,08/30/2023,12/19/2023,12/19/2023,N,01/09/2024,04/15/2024,,01/09/2024,AAI,,,41.863469999,-87.645502348,"(41.86346999876605, -87.64550234839325)"
26812,2872808-20240116,2940902,45046,6,"NORTHAMERICAN CONCESSIONS, INC",GARRETT POPCORN SHOP MDW-CM,5700 S CICERO AVE  13-306,CHICAGO,IL,60638,13.0,,13-,,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2872808,RENEW,,11/15/2023,01/10/2024,N,01/16/2024,01/15/2026,01/10/2024,01/10/2024,AAI,,,41.789329323,-87.741645644,"(41.789329323265385, -87.74164564419637)"
26835,2948709-20240110,2948709,29332,6,"CHINESE AMERICAN SERVICE LEAGUE, INC.",CHINESE AMERICAN SERVICE LEAGUE/PHILLIP THIGPEN,1617 N SEDGWICK ST,CHICAGO,IL,60614,2.0,46.0,2-46,18.0,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2948709,ISSUE,01/09/2024,01/09/2024,10/13/2023,N,01/10/2024,06/15/2024,,01/10/2024,AAI,,,41.911630061,-87.638461833,"(41.91163006090076, -87.63846183343921)"
26859,2827131-20230916,2922045,400808,2,"LYONS VIEW MANUFACTURER & SUPPLY, INC.","LYONS VIEW MANUFACTURER & SUPPLY, INC.",4647 W POLK ST,CHICAGO,IL,60644,24.0,,24-,,1009,Manufacturing Establishments,651,"Manufacturing of Electrical Equipment, Appliances and Components",2827131,RENEW,,07/15/2023,08/31/2023,N,09/16/2023,09/15/2025,08/31/2023,01/10/2024,AAI,,,41.870384095,-87.741889452,"(41.87038409513561, -87.74188945231468)"
26872,2840540-20220329,2840540,360803,2,MARTHA WASHINGTON,MARTHA WASHINGTON,358 E 60TH ST  102,CHICAGO,IL,60637,20.0,7.0,20-7,2.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2840540,ISSUE,03/29/2022,03/29/2022,03/29/2022,N,03/29/2022,04/15/2024,,03/29/2022,AAI,,,41.78579466,-87.616700804,"(41.785794659505946, -87.61670080404083)"
26874,2901070-20230331,2901070,495608,1,JENNIFER VYENIELO,EMALOES THINGYS,1035 N WESTERN AVE,CHICAGO,IL,60622,1.0,,1-,,4409,Pop-Up Retail User,1036,"181-365 Day Pop-Up Retail User, Sale of General Merchandise/Seasonal Items",2901070,ISSUE,03/30/2023,03/30/2023,03/30/2023,N,03/31/2023,03/31/2024,03/30/2023,03/31/2023,AAI,,,41.900402169,-87.686814388,"(41.90040216893255, -87.68681438778759)"
26882,2830747-20240216,2947786,482665,1,MICHAEL SMITH,MICHAEL SMITH,5413 N ARTESIAN AVE 1,CHICAGO,IL,60625,40.0,,40-,,7008,Shared Housing Unit Operator,981,Shared Housing Operator - Host of More Than One Shared Housing Unit,2830747,RENEW,,12/15/2023,01/10/2024,N,02/16/2024,02/15/2026,01/10/2024,01/11/2024,AAI,,,41.979944888,-87.690392723,"(41.979944887857386, -87.69039272256167)"
26904,1647557-20240216,2945325,297339,1,LEVY R&H LIMITED PARTNERSHIP,RIVER ROAST & REID BAR,315 N LA SALLE DR,CHICAGO,IL,60610,42.0,,42-,18.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1647557,RENEW,,12/15/2023,01/11/2024,N,02/16/2024,02/15/2026,01/11/2024,01/11/2024,AAI,,,41.887920732,-87.63235953,"(41.887920731996346, -87.63235953008895)"
26908,2943930-20240111,2943930,34095,2,LAMPHOLDER ASSEMBLIES INC,LAMPHOLDER ASSEMBLIES INC,4044 N NASHVILLE AVE,CHICAGO,IL,60634,38.0,,38-,,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,2943930,C_LOC,12/05/2023,12/05/2023,12/06/2023,N,01/11/2024,10/15/2025,12/14/2023,01/11/2024,AAI,,,41.952908357,-87.791502431,"(41.9529083569851, -87.79150243114682)"
26918,2877854-20240216,2944926,68120,149,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,CHICAGO CUBS - PINK POODLE DINING AREA,1111 W WAVELAND AVE  B140-141,CHICAGO,IL,60613,44.0,,44-,,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2877854,RENEW,,12/15/2023,01/11/2024,N,02/16/2024,09/15/2025,01/11/2024,01/11/2024,AAI,,17.0,41.948885721,-87.657366372,"(41.94888572121541, -87.65736637204934)"
26925,2948800-20240111,2948800,504027,1,JOHN SIMPSON,JOHN SIMPSON,11320 S FOREST AVE,CHICAGO,IL,60628,9.0,46.0,9-46,5.0,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2948800,ISSUE,01/11/2024,01/11/2024,01/11/2024,N,01/11/2024,01/15/2026,,01/11/2024,AAI,,,41.688429931,-87.615826941,"(41.68842993067366, -87.61582694109433)"
26933,2901115-20230331,2901115,495660,1,CESAR HERNANDEZ,CESAR HERNANDEZ,3400 W 38TH ST,CHICAGO,IL,60632,12.0,11.0,12-11,9.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2901115,ISSUE,03/31/2023,03/31/2023,03/31/2023,N,03/31/2023,04/15/2025,,03/31/2023,AAI,,,41.824438626,-87.709478419,"(41.824438626214906, -87.7094784187792)"
26949,2664077-20230516,2899775,458467,1,TOVAR FAMILY CORP.,NORTH AVE TITLES AND PLATES,3223 W NORTH AVE,CHICAGO,IL,60647,26.0,,26-,,1010,Limited Business License,709,Miscellaneous Personal Services,2664077,RENEW,,03/15/2023,03/30/2023,N,05/16/2023,05/15/2025,03/30/2023,03/31/2023,AAI,,,41.909993715,-87.707892631,"(41.909993715308026, -87.70789263136936)"
26962,1647560-20240216,2945324,297339,1,LEVY R&H LIMITED PARTNERSHIP,RIVER ROAST & REID BAR,315 N LA SALLE DR,CHICAGO,IL,60610,42.0,,42-,18.0,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1647560,RENEW,,12/15/2023,01/11/2024,N,02/16/2024,02/15/2026,01/11/2024,01/11/2024,AAI,,,41.887920732,-87.63235953,"(41.887920731996346, -87.63235953008895)"
26967,2822708-20240116,2942993,481467,1,STOP & SAVE SHOP INC,STOP & SAVE SHOP,2700 W 25TH ST,CHICAGO,IL,60608,24.0,,24-,,1006,Retail Food Establishment,640 | 736 | 767 | 775,"Operation of a Deli, Butcher or Bakery | Preparation of Food, Coffee or Drinks | Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods",2822708,RENEW,,11/15/2023,01/10/2024,N,01/16/2024,01/15/2026,01/10/2024,01/11/2024,AAI,,,41.846591963,-87.692937665,"(41.84659196320168, -87.69293766460069)"
26978,2923975-20240111,2923975,499554,1,YOUR ORGANIC INNER G LLC,YOUR ORGANIC INNER G,8259 S KEDZIE AVE N/A M,CHICAGO,IL,60652,18.0,,18-,,1006,Retail Food Establishment,767 | 782 | 1050,Retail Sales of General Merchandise and Non-Perishable Food | Sale of Food Prepared Onsite Without Dining Area | Preparation and Sale of Coffee and/or Drinks,2923975,ISSUE,07/25/2023,07/25/2023,07/27/2023,N,01/11/2024,01/15/2026,12/26/2023,01/11/2024,AAI,,,41.742589201,-87.702053683,"(41.742589201166, -87.70205368276945)"
26986,2595357-20220516,2948805,427175,1,"TESSA FILMS, INC.","TESSA FILMS, INC.",106 N ABERDEEN ST  100,CHICAGO,IL,60607,34.0,,34-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2595357,RENEW,,01/11/2024,01/11/2024,N,05/16/2022,05/15/2024,01/11/2024,01/11/2024,AAI,,,41.883250352,-87.654551613,"(41.883250352226646, -87.65455161251528)"
27014,2890700-20240111,2890700,493561,1,GAMEZ ENTERPRISES INC.,CHIDO JUICE,4408 S CAMPBELL AVE,CHICAGO,IL,60632,12.0,4.0,12-4,9.0,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2890700,ISSUE,01/24/2023,12/19/2023,12/19/2023,N,01/11/2024,01/15/2026,,01/11/2024,AAI,,,41.813525743,-87.687201069,"(41.81352574305387, -87.68720106930981)"
27023,2822709-20240116,2942992,481467,1,STOP & SAVE SHOP INC,STOP & SAVE SHOP,2700 W 25TH ST,CHICAGO,IL,60608,24.0,,24-,,1781,Tobacco,776 | 937,Retail Sales of Tobacco Products | Retail Sales of Tobacco and Flavored Tobacco Products,2822709,RENEW,,11/15/2023,01/10/2024,N,01/16/2024,01/15/2025,01/10/2024,01/11/2024,AAI,,,41.846591963,-87.692937665,"(41.84659196320168, -87.69293766460069)"
27030,1647559-20240216,2945326,297339,1,LEVY R&H LIMITED PARTNERSHIP,RIVER ROAST & REID BAR,315 N LA SALLE DR,CHICAGO,IL,60610,42.0,,42-,18.0,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1647559,RENEW,,12/15/2023,01/11/2024,N,02/16/2024,02/15/2026,01/11/2024,01/11/2024,AAI,,,41.887920732,-87.63235953,"(41.887920731996346, -87.63235953008895)"
27057,2791320-20230616,2905588,475384,1,GUGA'S AUTO REPAIR CO.,GUGA'S AUTO REPAIR,2131-2133 W 51ST ST,CHICAGO,IL,60609,16.0,,16-,,8340,Motor Vehicle Services License,712 | 713,Motor Vehicle Repair -  Engine and Transmission Work | Motor Vehicle Repair - No Engine Work/No Body Work,2791320,RENEW,,04/15/2023,05/16/2023,N,06/16/2023,06/15/2025,05/16/2023,05/17/2023,AAI,,,41.801077381,-87.678192615,"(41.80107738078511, -87.67819261529348)"
27090,2827784-20240216,2947707,482403,1,SCARLET & COMPANY L.L.C.,SCARLET & COMPANY,1006 N CLARK ST,CHICAGO,IL,60610,2.0,,2-,,1010,Limited Business License,144 | 894 | 904,"Hair, Nail, and Skin Care Services | Hair Services | Retail Sales of General Merchandise",2827784,RENEW,,12/15/2023,01/11/2024,N,02/16/2024,02/15/2026,01/11/2024,01/12/2024,AAI,,,41.900798531,-87.631503628,"(41.90079853050297, -87.63150362845526)"
27105,2948199-20240112,2948199,378392,2,"ECOATM, LLC",ECOATM,4626 W DIVERSEY AVE INSIDE WALMART5617,CHICAGO,IL,60639,31.0,,31-,,1683,Secondhand Dealer,624,Buying and Reselling of Used Valuable Objects,2948199,ISSUE,12/22/2023,12/22/2023,12/22/2023,N,01/12/2024,04/15/2025,01/11/2024,01/12/2024,AAI,,,41.931688919,-87.743016947,"(41.931688919351, -87.74301694683085)"
27107,2948224-20240112,2948224,378392,5,"ECOATM, LLC",ECOATM,7535 S ASHLAND AVE INSIDE WALMART3110,CHICAGO,IL,60620,17.0,,17-,,1683,Secondhand Dealer,624,Buying and Reselling of Used Valuable Objects,2948224,ISSUE,12/22/2023,12/22/2023,01/11/2024,N,01/12/2024,04/15/2025,01/11/2024,01/12/2024,AAI,,,41.756545414,-87.663443853,"(41.75654541412582, -87.6634438528519)"
27116,2943885-20240112,2943885,503284,1,RADHEY FOOD AND LIQUORS INC,BRISTOL FOOD & LIQUOR,5201-5207 W BELMONT AVE,CHICAGO,IL,60641,30.0,,30-,,1474,Package Goods,774,Retail Sales of Packaged Liquor,2943885,ISSUE,12/05/2023,12/05/2023,12/05/2023,N,01/12/2024,01/15/2026,01/12/2024,01/12/2024,AAI,,,41.938589186,-87.756810045,"(41.93858918622007, -87.75681004516909)"
27124,2298331-20231216,2936618,386500,1,CARNITAS URUAPAN LLC,CARNITAS URUAPAN,1725 W 18TH ST 1ST,CHICAGO,IL,60608,25.0,,25-,,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2298331,RENEW,,10/15/2023,01/11/2024,N,12/16/2023,12/15/2025,01/11/2024,01/12/2024,AAI,,,41.857632348,-87.669774535,"(41.85763234806772, -87.6697745345797)"
27136,2944278-20240112,2944278,503538,1,"TORSTENSON GLASS, LLC",TORSTENSON GLASS,3233 N SHEFFIELD AVE,CHICAGO,IL,60657,44.0,,44-,,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,2944278,ISSUE,12/14/2023,12/14/2023,12/14/2023,N,01/12/2024,01/15/2026,01/11/2024,01/12/2024,AAI,,17.0,41.940914594,-87.65399075,"(41.940914594351916, -87.65399074992327)"
27146,2895488-20240216,2945189,263818,5,JDRF INTERNATIONAL,JUVENILE DIABETES RESEARCH FOUNDATION,35 E WACKER DR  2200,CHICAGO,IL,60601,42.0,,42-,,1625,Raffles,720,Not-For-Profit Selling Raffles for Prizes of $50 or More,2895488,RENEW,,12/15/2023,01/11/2024,N,02/16/2024,02/15/2025,01/11/2024,01/12/2024,AAI,,1.0,41.886831512,-87.626556085,"(41.886831512316874, -87.62655608493642)"
27162,2658179-20230416,2948821,457472,1,THREAD AWAY INC.,THREAD AWAY,500 N WELLS ST 1,CHICAGO,IL,60654,42.0,,42-,18.0,1010,Limited Business License,956,Provide Waxing Services,2658179,RENEW,,01/11/2024,01/11/2024,N,04/16/2023,04/15/2025,01/11/2024,01/12/2024,AAI,,,41.890823318,-87.634197239,"(41.89082331779869, -87.63419723882527)"
27198,2944060-20240112,2944060,503406,1,UNITED TAX AND TRAVEL INC,UNITED TAX AND TRAVEL INC,6058 S PULASKI RD 1,CHICAGO,IL,60629,23.0,,23-,,4404,Regulated Business License,197 | 602 | 659 | 679 | 708 | 709,Tax Preparation Services | Administrative Commercial Office | Financial and Accounting Services | Immigration Services | Miscellaneous Commercial Services | Miscellaneous Personal Services,2944060,ISSUE,12/08/2023,12/08/2023,01/11/2024,N,01/12/2024,01/15/2026,01/11/2024,01/12/2024,AAI,,3.0,41.782339465,-87.723010475,"(41.78233946500577, -87.72301047528472)"
27247,24568-20240216,2944482,9921,2,"LAILA'S GRAND GAME ROOM, INC.",LAILAS GRAND BILLIARDS,7110 W GRAND AVE 1ST,CHICAGO,IL,60707,29.0,1.0,29-1,25.0,1050,Public Place of Amusement,743 | 767,Provides Onsite Amusement or Entertainment | Retail Sales of General Merchandise and Non-Perishable Food,24568,RENEW,,12/15/2023,,N,02/16/2024,02/15/2026,01/16/2024,01/16/2024,AAI,,,41.923648648,-87.803083943,"(41.923648647963255, -87.80308394347287)"
27250,2284607-20230916,2920313,288701,2,"SPLENDOR HAIR SALON & DAY SPA, P.C.",SPLENDOR HAIR SALON & DAY SPA PC,4738 N CUMBERLAND AVE FIRST,CHICAGO,IL,60656,38.0,,38-,,1010,Limited Business License,144,"Hair, Nail, and Skin Care Services",2284607,RENEW,,07/15/2023,01/15/2024,N,09/16/2023,09/15/2025,01/15/2024,01/16/2024,AAI,,,41.966140043,-87.836830726,"(41.966140043471476, -87.8368307262053)"
27257,2827093-20240116,2943062,481967,1,CYPRUS COSMETIC COLLECTIVE LLC,CYPRUS COSMETIC COLLECTIVE,2342 W NORTH AVE,CHICAGO,IL,60647,32.0,,32-,,4404,Regulated Business License,767 | 828 | 1039,Retail Sales of General Merchandise and Non-Perishable Food | Tattoo / Permanent Body Art and Make-Up / Micro Blading | Engage in Microblading Activities,2827093,RENEW,,11/15/2023,01/11/2024,N,01/16/2024,01/15/2026,01/12/2024,01/16/2024,AAI,,33.0,41.910442322,-87.68648502,"(41.9104423220425, -87.68648501968228)"
27259,2713278-20240316,2950875,466458,1,CWK CHICAGO - PORTAGE PARK LLC,WINGSTOP,4831 N MILWAUKEE AVE,CHICAGO,IL,60630,45.0,,45-,,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2713278,RENEW,,01/15/2024,01/15/2024,N,03/16/2024,03/15/2026,01/15/2024,01/16/2024,AAI,,,41.968677142,-87.761255254,"(41.968677142221665, -87.76125525436993)"
27265,2924871-20240116,2942823,465456,2,ROOMX BAIYE MYSTERY LLC,ROOMX MYSTERY,600 W CERMAK RD  1B,CHICAGO,IL,60616,25.0,,25-,,1010,Limited Business License,709,Miscellaneous Personal Services,2924871,RENEW,,11/15/2023,01/15/2024,N,01/16/2024,01/15/2026,01/15/2024,01/16/2024,AAI,,,41.852809531,-87.641890932,"(41.85280953058058, -87.64189093204503)"
27274,2823033-20240116,2943010,481688,1,SMOKING CHICAGO LLC,SMOKING CHICAGO,3525 N SOUTHPORT AVE,CHICAGO,IL,60657,44.0,,44-,,1781,Tobacco,776,Retail Sales of Tobacco Products,2823033,RENEW,,11/15/2023,01/12/2024,N,01/16/2024,01/15/2025,01/12/2024,01/16/2024,AAI,,27.0,41.946037407,-87.66384175,"(41.94603740719283, -87.66384175005777)"
27275,2812596-20240316,2950742,431906,1,"KW FABRICATION, INC.","KW FABRICATION, INC.",4724 S CHRISTIANA AVE,CHICAGO,IL,60632,14.0,,14-,,1009,Manufacturing Establishments,701,Machinery Manufacturing,2812596,RENEW,,01/15/2024,01/15/2024,N,03/16/2024,03/15/2026,01/15/2024,01/16/2024,AAI,,7.0,41.807306559,-87.70778288,"(41.80730655933495, -87.70778288004901)"
27279,2565060-20231216,2937200,423068,1,SIAMKRUNGTHEP INC.,KRUNG THEP THAI CUISINE,3205 N HALSTED ST,CHICAGO,IL,60657,44.0,,44-,,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2565060,RENEW,,10/15/2023,01/15/2024,N,12/16/2023,12/15/2025,01/15/2024,01/16/2024,AAI,,8.0,41.940146236,-87.649124485,"(41.940146235765575, -87.64912448509257)"
27282,2882267-20240316,2950212,388371,3,FLORES & ASSOCIATES LTD.,FLORES & ASSOCIATES LTD.,5796 S ARCHER AVE 1,CHICAGO,IL,60638,23.0,,23-,,1010,Limited Business License,600,"Accounting Services (Tax Preparation, Bookkeeping)",2882267,RENEW,,01/15/2024,01/15/2024,N,03/16/2024,03/15/2026,01/15/2024,01/16/2024,AAI,,,41.796454524,-87.758322429,"(41.79645452425683, -87.75832242858364)"
